项目名,发布人,发布时间,项目状态,详情,抓取时间
设计/交互设计,放心订,2018-01-19 13:41:58,已完成,"1、项目描述
基于微信服务号的web商城、基于微信服务号的web配送员接单页、PC端订单管理后台的原型交互设计，目前已经利用墨刀画完了70%的原型界面，需要做进一步的细化和逻辑修改。
2、主要功能点
web商城：产品展示、基于定位选择自己的小区进行产品购买、邀请好友获得优惠券，基于微信公众号实现订单消息推送和客服功能。
后台：统计订单、配送员管理、配送站管理、可视化数据统计，可参照有赞后台。
web配送端：基于另外一个微笑服务号进行订单消息推送给指定区域的配送员，实现接单后配送反馈，对配送数据进行统计。
3、可参考产品
web商城：百果园APP、光明随心订APP
后台：有赞后台
web配送员：饿了么配送员端
4、人员要求
逻辑构架清晰，有外卖系统研发，良好的沟通能力优先
成都优先
再次强调，已经做了原型交互，只是细节和部分常规没有完善，需要进一步完善和专业的角度去修改一些逻辑交互方式。
要求人员有真实的原型设计案例，主要考察设计逻辑和对项目的完整性。",2018-08-27 21:40:31.826801
设计/UI设计,上海启路信息科技有限公司,2018-01-18 08:40:18,已完成,"我司项目急需UI支持，短期外援本期项目，配合项目经理及其需求，完成一页原型图，确认风格及效果设计，需要有数据分析/可视化/BI/报表等的设计经验和项目经验，做过大型项目者优先。再设计的同时，不影响视觉和用户体验的情况下，能考虑后期前端的可实现性，各个平台的适配性和自适应。
后期可能还需要前端和JS动画，为此有团队或企业都包括最佳，前端能指定用某个框架写如vue熟练，能短期暂时外派驻场支持最佳。",2018-08-27 21:40:31.868394
市场/运营/文案写作,成都云遥互动科技有限公司,2016-10-26 16:20:49,执行中,"需要两篇PR通稿：
 第一篇：为活动预热，炒作成都作为时尚第三城的概念
一、大数据角度
1、通过大数据，从奢侈品、轻时尚、家居、休闲、化妆品等角度说明成都已经是仅此于北京、上海的时尚第三城；
2、普通用户阅读时尚相关数据的介绍
二、权威人士角度
1、从时尚人士角度表达对时尚的理解，以及对成都在时尚领域的观点
三、可能的其他角度
四、目标：引出成都作为时尚第三城的概念，通过数据、和权威人士角度，更加有说服力
五、相关数据如能找到最好，我们也会提供一些。
六、投放媒体：中国知名的时尚媒体（伊周、芭莎、海报等等）

第二篇：为活动后期宣传，持续升温成都第三城
一、围绕在成都的举办的新锐设计时尚盛典活动，对活动进行深度报道和分析。（活动会在年底举办）
二、投放媒体：时尚cosmo旗下杂志。",2018-08-27 21:40:31.871844
设计/平面设计,北京汇科利科技有限公司,2018-06-29 11:17:43,已完成,"淘宝店铺的店面设计图

1。产品说明简单明了。
2。产品特点突出。
3。说明言简意赅 
4.出图迅速。
5.。多沟通 保证理解意图",2018-08-27 21:40:31.885932
设计/UI设计,微刻时光,2017-01-10 22:16:31,执行中,"项目需求：
目前在开发一个小程序，主要是目标清单之类的内容，目前有一版UI（约10个页面），

项目需啊：
重新设计一版更加清新个性一点的，在UE上也更加的人性化。

人员要求：
有工具类UI案例可以展示",2018-08-27 21:40:31.895839
设计/UI设计,某互联网公司,2017-09-04 16:32:01,执行中,"项目需求：能够独立完成网站设计，
深度领悟客户表达需求。
视觉要求能力强
能够规划视觉系统
能够利用软件手绘界面图
要求3年以上UI设计经验",2018-08-27 21:40:31.899672
开发/H5开发,南京比睿网络科技有限公司,2017-03-23 09:39:32,执行中,"一 项目描述
实现游戏首发时的H5页面，可进行社交媒体传播
可提供设计稿，需开发人员实现

二 主要功能点
(1) H5游戏内容展示
(2) Android游戏安装包下载
(3) iOS的App Store链接打开
(4) 通过微信公众号可以分享

三 可参考产品
https://www.stars-cloud.com/wall/detail/300354

四 人员要求
精通H5开发和微信公众号开发",2018-08-27 21:40:31.917522
市场/运营/SEO,微米创想,2017-09-04 20:22:37,执行中,"【项目】：
一、基于微信的社会化营销saas工具
二、前端使用VUE框架、前后端分离
三、手机端页面：直播模块、商城模块、切图、交互处理、性能优化
四、要求有5年左右前端开发经验，有3个以上vue项目和微信公众号开发经验，能实现复杂核心功能，代码优化和兼容优化经验丰富。",2018-08-27 21:40:31.922480
开发/前端开发,保密,2017-11-17 12:02:48,执行中,需要开发一个官网性质的网站，属于常见的分屏展示形式，总共10个页面左右。需要前端辅助来写静态页面，写好后发给我们后端，后端来套页面即可。但需要随时协助帮忙调样式，希望真诚合作。,2018-08-27 21:40:31.962832
开发/前端开发,微米,2017-11-18 10:46:54,执行中,"项目】：
一、基于微信的社会化营销saas工具
二、前端使用VUE框架、前后端分离
三、手机端页面：直播模块、商城模块、切图、交互处理、性能优化
四、要求有5年左右前端开发经验，有3个以上vue项目和微信公众号开发经验，能实现复杂核心功能，代码优化和兼容优化经验丰富。",2018-08-27 21:40:31.978486
设计/UI设计,海鸥影社,2017-12-31 08:27:48,执行中,"一个全新的app从零到壹的设计，根据原型给出高保真、交互、切图标注。

风格偏简约、文艺、美式。

app主要分为几个大模块；商品展示、制作页、社区、个人中心、购物车、结算。

模块和其他电商app差不多 但毕竟是垂直电商 功能非常简约。

欢迎推荐自己，具体详聊。

谢谢。",2018-08-27 21:40:32.012530
开发/小程序开发,小公司,2018-05-04 18:41:10,执行中,"已有的小程序公司管理系统二次开发优化，和新功能开发。
要求：
1.熟练使用原生微信小程序开发，会使用zanui,weui或wepy
2.能尽快投入开发。每天至少4小时以上时间投入
3.有一定页面ui优化水平，能把页面做标准
需求：对象维护页面，数据统计新功能，审批功能，现有页面小优化等，大多是增删改查。
小项目。【限深圳的个人熟手接单。】",2018-08-27 21:40:32.087938
开发/Web网站开发,7空设计,2018-03-21 14:53:41,执行中,"线下已经沟通好，补充上一个订单，
线下已经沟通好，补充上一个订单线下已经沟通好，补充上一个订单线下已经沟通好，补充上一个订单线下已经沟通好，补充上一个订单",2018-08-27 21:40:32.091329
开发/小程序开发,前端,2018-05-25 10:05:52,执行中,"对客营销端系统二期需求：
 对小程序端和H5端的UI进行优化，页面功能增强。总计12个页面，全部是信息展示功能。
要求：
前端小团队，或有UI设计水平的前端开发个人。
ui水平高，小程序开发 和 H5开发出活快。
另有AFRAM全景图展示功能优化，做过全景展示，能解决问题。
小项目，需要尽快投入开发，1-2周内完成。",2018-08-27 21:40:32.101901
开发/前端开发,酷九设计,2018-05-23 13:56:54,执行中,因项目阶段动态性，该网站需求有部分细节变动，请前端工程师专家对文案等内容进行了简单修改，因此故补发项目。,2018-08-27 21:40:32.108119
开发/前端开发,前端,2018-05-25 10:34:33,执行中,"小程序端 和 PC WEB端管理台开发。
新功能： 客户信息管理模块(弱crm)  和 项目协同
已有管理功能的优化，提升。
要求：
个人；
会antd-pro；会小程序，出活快。
做事认真负责靠谱； 
尽快投入资源。",2018-08-27 21:40:32.147858
开发/后端开发,温州市驱动天空网络科技有限公司,2018-05-30 12:18:44,执行中,"一、项目描述：
把网站现有的大量数据通过脚本解析入库，生成可以查询的API的接口供网站使用。

二、主要功能点：
需要一个解析引擎，能批量解析文本并提取字段入库（语言不限），入库信息在一定匹配规则（规则是已知明确）下形成一个对外查询接口。

三、可参考产品：
解析引擎有现成的PHP代码可供参考。
线上也有别人的API可供参考。

四、人员要求：
1、有类似查询API开发经验；
2、精通Python或PHP，熟悉缓存技术，熟练使用MySQL等关系型数据库等；
3、良好的沟通能力和契约精神。",2018-08-27 21:40:32.167311
设计/UI设计,奥美之路（北京）健康科技股份有限公司,2018-06-05 17:04:48,执行中,"根据原型，进行UI界面设计，测试流程简洁、清晰明了、操作简单、附带语音提示，分辨率为1920*1080，Android平板。
体成分测试过程设计",2018-08-27 21:40:32.190977
开发/前端开发,小小,2018-06-01 22:39:02,执行中,"小程序中的一个小功能实现：
在小程序中,对全景图片进行720度全景展示，页面美观体验好。不能是调用其他全景服务平台的url， 因为：功能上，被展示的全景图片是通过全景相机拍的照片放在图片服务器，小程序对指定的照片进行720全景展示。
当前是使用的aframe方案，已能在Web浏览器720度全景展示，但小程序显示有问题。你可以使用新方案，也可以在原有方案上优化实现。

要求：有做过的类似功能的，或者精通aframe。",2018-08-27 21:40:32.194398
开发/小程序开发,小红书,2018-06-01 17:01:56,执行中,"对客营销端系统的二期需求：一期已上线。
 对现有小程序端和H5端的UI进行优化，页面功能增强。总计12个页面，全部是信息展示功能。
要求：
前端小团队，或有UI设计水平的前端开发个人。
ui设计水平高，熟练原生小程序开发 和 基于VUE的H5开发，出活快！
另有AFRAM全景图展示功能优化，做过全景展示，能解决问题。
小项目，需要尽快投入开发，1-2周内完成。",2018-08-27 21:40:32.197769
开发/小程序开发,上海尊涵搬运装卸服务有限公司,2018-06-12 06:58:22,执行中,"上海尊涵搬家小程序类目校少,分小面车型,金杯车型,全顺车型,4.2米厢货,日式搬家等类目,要能实现下单和支付功能,可参照微信公众号'上海尊涵搬家'",2018-08-27 21:40:32.202619
设计/UI设计,比,2018-06-13 10:43:52,执行中,"项目描述：根据原型图进行设计。大概十几个个页面
设计要求：大气简洁，有美工基础，中大型网站设计的优先",2018-08-27 21:40:32.211950
开发/APP开发,天津品真品美文化传播有限公司,2018-06-21 14:22:59,执行中,"一、项目描述：
互动约玩平台的app开发，包括iOS和Android两端，我主要需要做出聊天室功能

二、主要功能点：
实时多人语音聊天，排麦连麦功能，送礼物功能，pc端主播管理

三、可参考产品：
YY，寻欢，Hello

四、人员要求：
1.有做过聊天室，约玩平台的相关开发经验。
2.良好的沟通能力和契约精神。
3.对产品有独到的见解",2018-08-27 21:40:32.226813
设计/平面设计,苏州绿茵梦想信息技术有限公司,2018-06-25 15:31:35,执行中,根据参考特斯拉logo进行设计，要求完成时间在7天之内，要求设计到满意为止,2018-08-27 21:40:32.249326
设计/UI设计,驱动天空网络科技有限公司,2018-06-25 15:43:29,执行中,"1. 搜索类网站页面设计，需要完成的页面有：首页搜索框，搜索结果列表页，最终下载页，纯静态内容介绍页。

2. 设计网站LOGO，纯字体设计就可以。

3. 网站是用Yii框架加angular.js来处理内容提交，熟悉最好，不会就做纯页面也可以。原型和线上简单版本已经做好，需要美化和css布局。

4. 需要一定的美学基础和布局经验。",2018-08-27 21:40:32.282466
